KNN (k=n-1),KNN (k=n-2),KNN (k=n-3),NN,ItF (k=n-1),ItF (k=n-2),ItF (k=n-3),IiaB
0.0,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05
0.0,0.0,0.0,0.0,-0.6153846153846154,0.0,0.0,-0.6153846153846154
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2
0.0,0.0,0.0,0.0,-0.1875,0.0,0.0,0.0
0.0,-0.2,-0.2,-0.2,0.0,-0.2,-0.2,-0.2
