KNN (k=n-1),KNN (k=n-2),KNN (k=n-3),NN,ItF (k=n-1),ItF (k=n-2),ItF (k=n-3),IiaB
0.0,0.0,-0.25925925925925924,-0.25925925925925924,-0.25925925925925924,0.0,-0.25925925925925924,-0.8148148148148148
0.0,-0.09090909090909091,-0.09090909090909091,-0.09090909090909091,0.0,-0.09090909090909091,-0.09090909090909091,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.5,-0.5,-0.5,0.0,-0.5,-0.5,-0.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
